"Publication";"Publication date";"Publication week";"Publication language";"Priority";"Priority date";"First filing date";"International publication";"International application";"International application date";"IPC1-7 further and additional";"IPC 1-7 main";"IPC full level (additional information)";"IPC full level (invention information)";"Inventor (city)";"Inventor (country)";"Applicant / Proprietor (city)";"Applicant / Proprietor (country)";"Representative (city)";"Representative (country)";"Title (en)";"Abstract (en)"
"EP 2085903 A1 20090805";"20090805";"200932";"en";"GB 0801411 20080125
GB 0815745 20080829";"20080125
20080829";"20080125";"";"";"";"";"";"";"G06F 17/50 (2006.01)";"15341 Athens
13231 Athens";"GR
GR";"15125 Athens";"GR";"London SE1 2HW";"GB";"Improvements in bondwire design";"A method of designing the physical shape of and determining the electromagnetic characteristics of a bondwire in an electrical circuit, comprising the steps of enabling a user to define the position of the bondwire in the electrical circuit layout, defining the position and loop shape of the bondwire in a 3D representation of the electrical circuit, segmenting the bondwire into discrete segments, determining the electromagnetic characteristics of each of the bondwire segments thereby to determine the overall electromagnetic characteristics of the bondwire. Apparatus for determining the electromagnetic characteristics of a bondwire in an electrical circuit, comprising a user interface to enable a user to define the position of the bondwire in the electrical circuit, a processor adapted to determine the position of the bondwire in a 3D representation of the electrical circuit and to segment the bondwire into discrete segments, and determining the electromagnetic characteristics of each of the bondwire segments thereby to determine the overall electromagnetic characteristics of the bondwire. <img file=""imgaf001.tif"" he=""89"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""127""/>"
"EP 2089377 A2 20090819";"20090819";"200934";"en";"US 843879 P 20060911";"20060911";"20060911";"WO2008090412 20080731 [2008-31]";"IB2007004485 20070910 (en)";"20070910";"";"";"";"C07D 401/04 (2006.01)";"GR-26504 Patras
GR-26504 Patras";"GR
GR";"15125 Marousi, Athens";"GR";"80539 München";"DE";"PROTON CONDUCTING AROMATIC POLYETHER POLYMERS WITH PYRIDINYL SIDE CHAINS FOR FUEL CELLS";""
"EP 2089377 B1 20130410";"20130410";"201315";"en";"US 843879 P 20060911";"20060911";"20060911";"WO2008090412 20080731 [2008-31]";"IB2007004485 20070910 (en)";"20070910";"";"";"";"C07D 213/30 (2006.01)
C08G 75/23 (2006.01)
H01B 1/12 (2006.01)
H01M 4/88 (2006.01)
C08L 81/06 (2006.01)
C08L 85/02 (2006.01)
C08J 5/22 (2006.01)
H01M 8/04 (2006.01)
H01M 4/92 (2006.01)
C08G 18/48 (2006.01)
H01M 4/86 (2006.01)
H01M 8/10 (2006.01)
C08G 65/40 (2006.01)";"GR-26504 Patras
GR-26504 Patras";"GR
GR";"15125 Marousi, Athens";"GR";"80539 München";"DE";"PROTON CONDUCTING AROMATIC POLYETHER POLYMERS WITH PYRIDINYL SIDE CHAINS FOR FUEL CELLS";""
"EP 2093406 A1 20090826";"20090826";"200935";"en";"GR 20080100051 20080125";"20080125";"20080125";"";"";"";"";"";"";"F02F 3/00 (2006.01)
F16J 1/12 (2006.01)";"84003 Sifnos";"GR";"84003 Sifnos";"GR";"";"";"A piston head which can be rapidly assembled/disassembled by a hydraulic key installed within the rod";"A piston for large internal combustion engines, electricity plants and mainly two-stroke ship propulsion engines of the closed crankcase, wherein a head can be rapidly replaced, in case of damage under difficult weather conditions, and with low available time. This is achieved without dismantling basic components, which require particular care and time, while the personnel is safe. Basic components for achieving the above results is a central elongate hollow bar (17) connected to an incorporated hydraulic piston located in the internal and lower part of the main rod (18), wherein the rod has transverse reinforcements (44) to avoid bending, caused by the compression forces and which therefore cooperate with extractors (1) and horseshoe locks (2), for preserving the parts of the piston in full contact. <img file=""imgaf001.tif"" he=""111"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""92""/>"
"EP 2093406 B1 20110112";"20110112";"201102";"en";"GR 20080100051 20080125";"20080125";"20080125";"";"";"";"";"";"";"F02F 3/00 (2006.01)
F16J 1/12 (2006.01)";"84003 Sifnos";"GR";"84003 Sifnos";"GR";"";"";"A piston assembly  which can be rapidly assembled/disassembled by a hydraulic key installed within the rod";""
"EP 2100866 A2 20090916";"20090916";"200938";"en";"GR 20080100165 20080313";"20080313";"20080313";"";"";"";"";"";"";"C05F 17/00 (2006.01)
C05F 17/02 (2006.01)
C05F 9/04 (2006.01)";"21200 Argos";"GR";"21200 Argos";"GR";"";"";"Worm composter";"A High Yield Composting device , (vermicomposter), with help of composting worms. Achieving optimum operation conditions. Equipped with electronic control system .Energy free, without gas emissions. Converts organic wastes to humus without need of a shredder machine. <img file=""imgaf001.tif"" he=""134"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""85""/>"
"EP 2100866 A3 20111116";"20111116";"201146";"en";"GR 20080100165 20080313";"20080313";"20080313";"";"";"";"";"";"";"C05F 17/00 (2006.01)
C05F 17/02 (2006.01)
C05F 9/04 (2006.01)";"21200 Argos";"GR";"21200 Argos";"GR";"";"";"Worm composter";"A small scale composting device using worms. Said device constructed, from a plastic, wood, iron, stainless steel or plywood frame. The device is insulated and presents a lid on the upper side which closes hermetically. The frame on the front surface, is crossed by at least a traverse perforated pipe from iron, stainless steel, plastic or copper that extends till the opposite (back) side. The pipe has two nuts that lock the front and back side (bigger dimension) in order to offer more support to these sides of the construction. The frame sits on a base, (1,2,3,4) constructed from iron or stainless steel bars. That base presents additional traverse joint bars (11,12,13,14) for more compact construction and resistance in load. On the mesh is placed a stainless steel or iron bar of ""TI"" shape which can move forward and backward inside the frame limits. The arms of the bar, penetrate the frame, via 2 holes in the bottom part of the frame (15,16). <img file=""imgaf001.tif"" he=""117"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""78""/>"
"EP 2101083 A1 20090916";"20090916";"200938";"en";"GR 20080100052 20080125";"20080125";"20080125";"";"";"";"";"";"F16H 3/54 (2006.01)
F16H 3/089 (2006.01)";"F16H 37/04 (2006.01)";"Artemonas, Sifnos 84003";"GR";"Artemonas, Sifnos 84003";"GR";"";"";"Serial box for quick speed alteration";"A serial box for quick speed alteration, wherein the speed alteration is possible without interrupting the transmission or without declutching of the clutch of the box, irrespective of the rotational speed of the engine. This is feasible since before the various pairs of gears a planetary revolution reducer is arranged. The pairs of revolution gears are arranged in two parallel shafts (2, 103), wherein on the one the gears have a permanent connection via a key (16), while on the other the connection is controlled. Based on where the connection is effected, the box presents two variations. In the first one, the common effector present may serve alternatively the bilateral gears (84, 85), while in the second one the position of the sphere screw (141) may also influence a series of radial connection activation bars (159) of each gear. The connection methods correspond to the two rotation directions, providing the same plurality of ratios between planetary reducer and gear pairs. <img file=""imgaf001.tif"" he=""109"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""128""/>"
"EP 2101083 B1 20110907";"20110907";"201136";"en";"GR 20080100052 20080125";"20080125";"20080125";"";"";"";"";"";"F16H 3/54 (2006.01)
F16H 3/089 (2006.01)";"F16H 37/04 (2006.01)";"Artemonas, Sifnos 84003";"GR";"Artemonas, Sifnos 84003";"GR";"";"";"Serial box for quick speed alteration";""
"EP 2104438 A2 20090930";"20090930";"200940";"en";"GB 0623609 20061127";"20061127";"20061127";"WO2008064846 20080605 [2008-23]";"EP2007010251 20071126 (en)";"20071126";"";"";"";"A41D 27/08 (2006.01)";"25010 Aigeira Ahaias
25010 Aigeira Ahaias";"GR
GR";"25010 Aigeira Ahaias
25010 Aigeira Ahaias";"GR
GR";"20 Red Lion Street London WC1R 4PQ";"GB";"A GARMENT";""
"EP 2107207 A2 20091007";"20091007";"200941";"en";"GR 2008100117 20080222";"20080222";"20080222";"";"";"";"";"";"";"E06B 9/18 (2006.01)";"682 00 Orestiada";"GR";"682 00 Orestiada";"GR";"";"";"Rolling grille";"This invention refers to a reticular safety rolling shutter for the protection of doors, glass windows and generally all kind of buildings' frames. <img file=""imgaf001.tif"" he=""141"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""114""/>"
"EP 2107207 A3 20130130";"20130130";"201305";"en";"GR 2008100117 20080222";"20080222";"20080222";"";"";"";"";"";"";"E06B 9/18 (2006.01)";"682 00 Orestiada";"GR";"682 00 Orestiada";"GR";"";"";"Rolling grille";"This invention refers to a reticular safety rolling shutter for the protection of doors, glass windows and generally all kind of buildings' frames. <img file=""imgaf001.tif"" he=""128"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""110""/>"
"EP 2107760 A1 20091007";"20091007";"200941";"en";"";"";"20080331";"";"";"";"";"";"";"H04L 29/06 (2006.01)";"15341 Athens
Buffalo Grove, Illinois 60089";"GR
US";"Schaumburg, IL 60196";"US";"Kolonaki 106 74 Athens";"GR";"SIP header to indicate mobility transfer operation";"A method (500) of indicating a process to be implemented in support of a mobility transfer operation and a method (600) of responding to a mobility transfer operation being initiated. A session initiation protocol (SIP) request (120, 124, 128, 220, 226, 228) can be generated. The SIP request can indicate a mobility transfer type that corresponds to the mobility transfer operation. The SIP request can be sent from a first device (102, 106) participating in the mobility transfer operation to at least a second device (106, 102) participating in the mobility transfer operation. <img file=""imgaf001.tif"" he=""111"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""78""/>"
"EP 2108249 A1 20091014";"20091014";"200942";"en";"GR 20080100235 20080408";"20080408";"20080408";"";"";"";"";"";"";"A01G 1/00 (2006.01)
E01C 13/08 (2006.01)
E04D 11/00 (2006.01)";"16674 Glyfada Attikis
17676 Kallithea Attikis
19005 N. Makri Attikis
15676 Thrakomakedones Attikis";"GR
GR
GR
GR";"16674 Athens";"GR";"";"";"Element for planting surfaces";"The element for planting surfaces consists of two parts, an elastic square base (A) made out of recycled cold rubber and a rubber rim (B). The planting material (C) is placed within the element. The element for planting surfaces is constructed out of recycled cold rubber and polyurethane. Configuration is done through thermal vulcanization under pressure. In accordance to the attributes of the construction material the element for planting surfaces presents high resistance to weather conditions, hits and heavy loads. The base (A) bears a circular protruding part (2) on each of the two adjoining external sides and recesses (1) on the relevant vis-à-vis sides, so as to achieve accurate connection between different elements. The accurate connection of the protruding parts of an element with the corresponding recesses of its neighbouring one(s) leads to the formation of a unified surface. The connection is achieved by subtracting part (1a) of the recesses. Successive connection of multiple elements may cover surfaces of any shape and size. The external bottom part of the base (A) of the element is configured in relief with hemispherical protrusions (4) scattered homogeneously. This configuration secures balanced distribution of weight on the covered surface, better adjustment to probable substratum anomalies, preservation of the existing drainage and continuous ventilation of the covered surface as well as maximum protection against moisture. The internal part of the base (A) is also formed in relief with small hemispherical recesses (3) scattered homogeneously. These enable water maintenance and anchoring of the plant material (C) roots. The degree of drainage of each element depends on the diameter of the internal holes (5) opened on the internal surface of the base (A). The rim (B), made of synthetic rubber, adjusts to the base (A) of the structure by fixing its rubber extrusions (6) in the corresponding holes (7) of the base (A). Among the characteristics of the rim are high flexibility and minimum breadth. <img file=""imgaf001.tif"" he=""66"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""90""/><img file=""imgaf002.tif"" he=""95"" id=""iaf02"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""150""/>"
"EP 2108249 B1 20110316";"20110316";"201111";"en";"GR 20080100235 20080408";"20080408";"20080408";"";"";"";"";"";"";"A01G 1/00 (2006.01)
E01C 13/08 (2006.01)
E04D 11/00 (2006.01)";"16674 Glyfada Attikis
17676 Kallithea Attikis
19005 N. Makri Attikis
15676 Thrakomakedones Attikis";"GR
GR
GR
GR";"16674 Athens";"GR";"";"";"Element for planting surfaces";""
"EP 2109047 A1 20091014";"20091014";"200942";"en";"";"";"20080407";"";"";"";"";"";"";"G06F 17/30 (2006.01)
G06K 9/00 (2006.01)";"17455 Alimos Athens
15237 Filothei Athens
35007 Phthiotis
17561 Palaio Faliro Athens";"GR
GR
GR
GR";"48100 Preveza";"GR";"London SE1 2HW";"GB";"Video characterization, identification and search system";"A method of characterising a video stream comprising one or more pictures, the method comprising the steps of; partitioning a picture in the video stream, to be characterised, into a plurality of blocks of data; measuring for one or more blocks of data which of a plurality of distinct encoding techniques has been used to encode the block of data or calculating which of a plurality of distinct encoding techniques is preferred to encode the block of data and storing data dependent on the calculation or measurement in a memory; determining a value for the picture based on a comparison of the number of blocks of data that have been encoded, or have been calculated to be preferred to be encoded using a particular encoding technique in the picture; determining a characterising value of the video stream based on the one or more values assigned to the pictures that a value has been calculated for.
In particular, the value of a picture is determined by the ratio of the number of intra encoded macroblocks to the total number of macroblocks or to the number of inter encoded macroblocks, preferably expressed in integer percentage points. <img file=""imgaf001.tif"" he=""70"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""94""/>"
"EP 2109766 A1 20091021";"20091021";"200943";"de";"DE 102007002624 20070112";"20070112";"20070112";"WO2008083995 20080717 [2008-29]";"EP2008000655 20080111 (de)";"20080111";"";"";"";"G01N 21/13 (2006.01)
G01N 21/95 (2006.01)
B25J 9/00 (2006.01)
B25J 15/00 (2006.01)
B07C 5/12 (2006.01)
B07C 5/34 (2006.01)
B65G 47/91 (2006.01)";"70599 Stuttgart
GR-66100 Drama";"DE
GR";"70563 Stuttgart
66100 Drama";"DE
GR";"58095 Hagen";"DE";"METHOD AND DEVICE FOR THE QUALITY CONTROL OF A ROTATIONALLY SYMMETRICAL BODY, AND GRIP PERTAINING TO A HANDLING SYSTEM AND USED TO GRIP A ROTATIONALLY SYMMETRICAL BODY";""
"EP 2110158 A1 20091021";"20091021";"200943";"en";"JP 2007029368 20070208";"20070208";"20070208";"WO2008096561 20080814 [2008-33]";"JP2008050101 20080109 (ja)";"20080109";"";"";"";"A61N 5/06 (2006.01)
A61B 18/20 (2006.01)
G02B 6/00 (2006.01)
G02B 6/02 (2006.01)
G02B 6/036 (2006.01)
G02B 6/04 (2006.01)";"Sakura-shi, Chiba 285-8550
Sakura-shi, Chiba 285-8550
GR-54622, Thessaloniki";"JP
JP
GR";"Tokyo 135-8512
54622 Thessaloniki";"JP
GR";"80802 München";"DE";"OPTICAL FIBER, OPTICAL FIBER DEVICE, AND BUNDLE FIBER";"An optical fiber, an optical fiber device, and an optical fiber bundle, which are applied to an organic tubular tissue, for the medical application for removing a thrombus part deposited on an internal wall of tubular tissue are provided.
The optical fiber (20) which can be inserted in a tubular tissue (15) in an organism comprises a glass core layer (11), a covering core layer (12) which covers the glass core layer (11), and a cladding layer (13) which covers the covering core layer (12) and includes a plurality of apertural areas (23) in a longitudinal direction of the optical fiber (20). The width of the apertural area (23) in the longitudinal direction of the optical fiber (20) is narrowly formed in an entrance part of the optical fiber (20), and is widely formed as to be distanced in the longitudinal direction of the optical fiber (20) from the entrance part. The optical fiber device applies such the optical fiber. The optical fiber bundle bundles a plurality of such the optical fibers.<img file=""imgaf001.tif"" he=""106"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""78""/>"
