"Publication";"Publication date";"Publication week";"Publication language";"Priority";"Priority date";"First filing date";"International publication";"International application";"International application date";"IPC1-7 further and additional";"IPC 1-7 main";"IPC full level (additional information)";"IPC full level (invention information)";"Inventor (city)";"Inventor (country)";"Applicant / Proprietor (city)";"Applicant / Proprietor (country)";"Representative (city)";"Representative (country)";"Title (en)";"Abstract (en)"
"EP 2047041 A1 20090415";"20090415";"200916";"en";"GR 20060100444 20060727";"20060727";"20060727";"WO2008012589 20080131 [2008-05]";"GR2006000067 20061212 (en)";"20061212";"";"";"";"E04B 1/98 (2006.01)
E04B 2/90 (2006.01)
E04B 2/96 (2006.01)";"152 33 Chalandri, Attika";"GR";"152 33 Chalandri, Attika";"GR";"106 80 Athens";"GR";"EARTHQUAKE RESISTANT CURTAIN WALLS WITH SUSPENDED GLAZED PANELS";""
"EP 2051902 A1 20090429";"20090429";"200918";"en";"GR 20060100123 20060224";"20060224";"20060224";"WO2007096680 20070830 [2007-35]";"GR2007000013 20070226 (en)";"20070226";"";"";"";"B63B 35/44 (2006.01)
B63B 39/03 (2006.01)
B63J 1/00 (2006.01)";"15669 Papagou
12131 Peristeri
18533 Peiraeus
15669 Papagou
15771 Zografou
18546 Peiraeus
15772 Zografou";"GR
GR
GR
GR
GR
GR
GR";"15669 Papagou
12131 Peristeri
18533 Peiraeus
15669 Papagou
15771 Zografou
18546 Peiraeus
15772 Zografou";"GR
GR
GR
GR
GR
GR
GR";"152 35 Vrilisia";"GR";"STABLE FLOATING STRUCTURE WITH LIMITED OSCILLATIONS";""
"EP 2053407 A1 20090429";"20090429";"200918";"en";"GR 20070100651 20071026";"20071026";"20071026";"";"";"";"";"";"";"G01N 33/68 (2006.01)";"152 35 Vrilissia Attikis
155 61 Holargos Attikis
115 21 Athens
148 78 Ekali Attikis
115 28 Athens";"GR
GR
GR
GR
GR";"115 27 Athens";"GR";"115 27 Athens";"GR";"The protein serum amyloid P-component (SAP, SAMP) as prognostic and diagnostic marker for the prenatal diagnosis of Trisomy 21 (Down syndrome)";"In the peripheral blood of pregnant women carrying fetuses with trisomy 21 (Down syndrome) we report that the protein Serum amyloid P-component (SAP, SAMP, SwissProt No: P02473) appears quantitative and/or qualitative differences compared to the peripheral blood of women carrying chromosomally normal fetus. Thus, that protein could be a target and used as marker for the pranatal prognosis and/or diagnosis of Trisomy 21 (Down syndrome) with non-invasive techniques or methods. <img file=""imgaf001.tif"" he=""89"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""132""/>"
"EP 2053407 B1 20110302";"20110302";"201109";"en";"GR 20070100651 20071026";"20071026";"20071026";"";"";"";"";"";"";"G01N 33/68 (2006.01)";"152 35 Vrilissia Attikis
155 61 Holargos Attikis
115 21 Athens
148 78 Ekali Attikis
115 28 Athens";"GR
GR
GR
GR
GR";"115 27 Athens
152 35 Vrilissia Attikis";"GR
GR";"115 27 Athens";"GR";"The protein serum amyloid P-component (SAP, SAMP) as prognostic and diagnostic marker for the prenatal diagnosis of Trisomy 21 (Down syndrome)";""
"EP 2059579 A2 20090520";"20090520";"200921";"en";"GR 20060100421 20060718";"20060718";"20060718";"WO2008009999 20080124 [2008-04]";"GR2007000037 20070703 (en)";"20070703";"";"";"";"C11B 3/00 (2006.01)
C11B 3/06 (2006.01)
C10L 1/02 (2006.01)
C10L 1/14 (2006.01)
C10L 1/16 (2006.01)";"552 36 Panorama Thessaloniki";"GR";"552 36 Panorama Thessaloniki
552 36 Panorama Thessaloniki";"GR
GR";"542 49 Thessaloniki";"GR";"METHOD FOR REFINING VEGETABLE OILS AND ADDITIVE THEREFORE, AND THEIR USE AS SUBSTITUTE OF DIESEL FUEL";""
"EP 2066879 A1 20090610";"20090610";"200924";"en";"GR 20060100530 20060920";"20060920";"20060920";"WO2008035127 20080327 [2008-13]";"GR2007000048 20070920 (en)";"20070920";"";"";"";"F01N 3/022 (2006.01)
F01N 3/28 (2006.01)
B01D 53/94 (2006.01)";"GR-552 36 Panorama Thessaloniki
55133 Thessaloniki";"GR
GR";"54124 Panepistimioupoli, Thessaloniki
Toronto, ON M2J 2K2
552 36 Panorama Thessaloniki
55133 Thessaloniki";"GR
CA
GR
GR";"542 49 Thessaloniki";"GR";"GAS TREATMENT DEVICE";""
"EP 2066879 B1 20120801";"20120801";"201231";"en";"GR 20060100530 20060920";"20060920";"20060920";"WO2008035127 20080327 [2008-13]";"GR2007000048 20070920 (en)";"20070920";"";"";"";"F01N 3/022 (2006.01)
F01N 3/28 (2006.01)
B01D 53/94 (2006.01)";"GR-552 36 Panorama Thessaloniki
55133 Thessaloniki";"GR
GR";"54636 Thessaloniki
552 36 Panorama Thessaloniki
55133 Thessaloniki";"GR
GR
GR";"542 49 Thessaloniki";"GR";"GAS TREATMENT DEVICE";""
"EP 2071939 A1 20090624";"20090624";"200926";"en";"GR 20070100761 20071217";"20071217";"20071217";"";"";"";"";"";"";"A01G 13/02 (2006.01)";"592 00 Naousa";"GR";"592 00 Naousa";"GR";"106 72 Athens";"GR";"Plastic film for agricultural use";"The present invention refers to a plastic film for agricultural use and especially for row cultivation covering like soil coverage or coverage under low tunnels. The plastic film of any length L and width B bears on both sides throughout its length L, two different types of weight insertion vaults: slow-filling (or trapping) vaults (5.1) and fast-filling (or expansion) vaults (5.2), repeated and alternating along the whole length of the film. During the use of plastic film the expansion vaults are immediately filled by the user with water or other liquid substances while trapping vaults are filled slowly with the water that will drench the plastic film and due to gravity and the film's inclination will enter them. So the plastic film is retained securely on the coverage row. <img file=""imgaf001.tif"" he=""114"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""78""/>"
"EP 2073937 A1 20090701";"20090701";"200927";"en";"GR 20060100296 20060518";"20060518";"20060518";"WO2007135468 20071129 [2007-48]";"GR2007000024 20070427 (en)";"20070427";"";"";"";"B05C 13/02 (2006.01)
B65G 49/02 (2006.01)
B65G 57/18 (2006.01)
C23C 2/02 (2006.01)
C23C 2/40 (2006.01)
C25D 17/08 (2006.01)";"171 22 Nea Smyrni Attikis";"GR";"171 22 Nea Smyrni Attikis";"GR";"GR-106 60 Athens";"GR";"METALLIC BASKET FOR THE CHEMICAL PRE-TREATMENT OF ALUMINIUM PROFILES, FRAMES, SHEETS OR OTHER ALLOYS";""
"EP 2081838 B1 20140806";"20140806";"201432";"en";"GR 20060100601 20061027";"20061027";"20061027";"WO2008050159 20080502 [2008-18]";"GR2007000029 20070515 (en)";"20070515";"";"";"";"B65D 6/24 (2006.01)
B65D 81/38 (2006.01)";"Athens";"GR";"32011 Inofyta, Viotia
15342 Agia Paraskevi";"GR
GR";"114 73 Athens";"GR";"ASSEMBLED ISOTHERMAL BOX - CONTAINER";""
"EP 2081857 A1 20090729";"20090729";"200931";"en";"GR 20060100618 20061115";"20061115";"20061115";"WO2008059295 20080522 [2008-21]";"GR2007000055 20071107 (en)";"20071107";"";"";"";"B65F 1/10 (2006.01)
B65F 1/12 (2006.01)
B65F 1/14 (2006.01)
B30B 9/30 (2006.01)";"411 10 Larisa";"GR";"415 00 Larisa";"GR";"546 23 Thessaloniki";"GR";"DEVICE FOR COLLECTING AND PRESSING WASTE";""
"EP 2089926 A1 20090819";"20090819";"200934";"en";"GR 20060100620 20061116";"20061116";"20061116";"WO2008059297 20080522 [2008-21]";"GR2007000059 20071114 (en)";"20071114";"";"";"";"H01M 6/36 (2006.01)
H01M 6/24 (2006.01)
H01M 14/00 (2006.01)
H01M 10/00 (2006.01)";"264 42 Patra";"GR";"264 42 Patra";"GR";"114 73 Athens";"GR";"ELECTRIC ENERGY PRODUCTION BY VOLTAIC CELL SOLUTION TEMPERATURE CHANGE";""
"EP 2095705 A2 20090902";"20090902";"200936";"en";"GR 20070100778 20071227";"20071227";"20071227";"";"";"";"";"";"";"A01G 9/14 (2006.01)
A01G 13/02 (2006.01)";"592 00 Naousa";"GR";"592 00 Naousa";"GR";"106 72 Athens";"GR";"Plastic film for greenhouses or tunnels";"The invention refers to a greenhouse or tunnel plastic film, consisting of separate plastic films (more than one) bonded together in a clear and defined way to allow free air and moisture movement from the area they protect toward the external surroundings. This achieves renewal of the air in the protected space and because of that better conditions for development of protected crops are ensured while the cost of initial investment and operating costs throughout the facility's life period are minimized leaving direct benefits for the grower. The advantage of this invention is that it offers freedom of choice between separate plastic films with different properties, which are the result of the raw materials used, of their stratification, their different additives, the different content of these additives and the width of sealed films. <img file=""imgaf001.tif"" he=""111"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""78""/>"
"EP 2095705 A3 20100804";"20100804";"201031";"en";"GR 20070100778 20071227";"20071227";"20071227";"";"";"";"";"";"";"A01G 9/14 (2006.01)
A01G 13/02 (2006.01)";"592 00 Naousa";"GR";"592 00 Naousa";"GR";"106 72 Athens";"GR";"Plastic film for greenhouses or tunnels";"The invention refers to a greenhouse or tunnel plastic film, consisting of separate plastic films (1,2,3,4,5) bonded together in a clear and defined way to allow free air and moisture movement from the area they protect toward the external surroundings. This achieves renewal of the air in the protected space and because of that better conditions for development of protected crops are ensured while the cost of initial investment and operating costs throughout the facility's life period are minimized leaving direct benefits for the grower. The advantage of this invention is that it offers freedom of choice between separate plastic films with different properties, which are the result of the raw materials used, of their stratification, their different additives, the different content of these additives and the width of sealed films. <img file=""imgaf001.tif"" he=""110"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""78""/>"
"EP 2115418 A2 20091111";"20091111";"200946";"en";"GR 20070100103 20070214";"20070214";"20070214";"WO2008099224 20080821 [2008-34]";"GR2008000010 20080214 (en)";"20080214";"";"";"";"G01N 1/00 (2006.01)";"GR-552 36 Thessaloniki
GR-543 51 Thessaloniki";"GR
GR";"54124 Panepistimioupoli, Thessaloniki
55236 Thessaloniki
54351 Thessaloniki";"GR
GR
GR";"542 49 Thessaloniki";"GR";"DILUTER FOR EXHAUST GAS SAMPLING AND METHOD THEREFOR";""
"EP 2115418 B1 20170816";"20170816";"201733";"en";"GR 20070100103 20070214";"20070214";"20070214";"WO2008099224 20080821 [2008-34]";"GR2008000010 20080214 (en)";"20080214";"";"";"";"G01N 1/00 (2006.01)
G01N 1/22 (2006.01)";"GR-552 36 Thessaloniki
GR-543 51 Thessaloniki";"GR
GR";"54636 Thessaloniki
55236 Thessaloniki
54351 Thessaloniki";"GR
GR
GR";"542 49 Thessaloniki";"GR";"DILUTER FOR EXHAUST GAS SAMPLING AND METHOD THEREFOR";""
"EP 2115731 A1 20091111";"20091111";"200946";"en";"GR 20070100125 20070226";"20070226";"20070226";"WO2008104813 20080904 [2008-36]";"GR2008000007 20080129 (en)";"20080129";"";"";"";"G10G 5/00 (2006.01)";"151 21 Pefki Attikis";"GR";"151 21 Pefki Attikis";"GR";"Kolonaki 106 74 Athens";"GR";"V TYPE ELECTRIC GUITAR FOOTREST";""
"EP 2115731 B1 20100519";"20100519";"201020";"en";"GR 20070100125 20070226";"20070226";"20070226";"WO2008104813 20080904 [2008-36]";"GR2008000007 20080129 (en)";"20080129";"";"";"";"G10G 5/00 (2006.01)";"151 21 Pefki Attikis";"GR";"151 21 Pefki Attikis";"GR";"Kolonaki 106 74 Athens";"GR";"V TYPE ELECTRIC GUITAR FOOTREST";""
"EP 2121945 A2 20091125";"20091125";"200948";"en";"GR 20060100496 20060901";"20060901";"20060901";"WO2008026015 20080306 [2008-10]";"GR2007000044 20070903 (en)";"20070903";"";"";"";"C12N 15/86 (2006.01)
C12N 15/861 (2006.01)";"147 55 Alimos Attikis";"GR";"147 55 Alimos Attikis";"GR";"106 72 Athens";"GR";"LIPOSOMALLY ENCAPSULATED HYBRID ADENOVIRUS-SEMLIKI FOREST VIRUS (SFV) VECTORS CARRYING RNAI CONSTRUCTS AND THERAPEUTIC GENES FOR USE AGAINST CANCER TARGETS AND OTHER DISEASES";""
"EP 2126008 A2 20091202";"20091202";"200949";"en";"GR 20070100017 20070306";"20070306";"20070306";"WO2008107727 20080912 [2008-37]";"GR2008000017 20080304 (en)";"20080304";"";"";"";"C10J 3/66 (2006.01)
C10J 3/24 (2006.01)";"593 00 Alexandria Imathia";"GR";"593 00 Alexandria Imathia";"GR";"115 28 Athens";"GR";"THREE-STAGE GASIFIER, FIXED BED, WHICH HAS BUFFER ZONE OF GASEOUS FLOW BETWEEN PYROLYSIS ZONE AND COMBUSTION ZONE";""
"EP 2130459 B1 20111207";"20111207";"201149";"en";"GR 20080100196 20080326";"20080326";"20080326";"";"";"";"";"";"";"A47C 20/04 (2006.01)";"56430 Thessaloniki";"GR";"56430 Thessaloniki";"GR";"GR-546 25 Thessaloniki";"GR";"Dynamic neck tension relief pillow";""
"EP 2140150 A2 20100106";"20100106";"201001";"en";"GR 20070100204 20070404";"20070404";"20070404";"WO2008122827 20081016 [2008-42]";"GR2008000021 20080403 (en)";"20080403";"";"";"";"F16B 7/18 (2006.01)
E04B 1/19 (2006.01)
E04H 12/18 (2006.01)
F16B 7/20 (2006.01)
F16B 21/04 (2006.01)";"190 01 Keratea, Attiki";"GR";"190 01 Keratea, Attiki";"GR";"155 61 Holargos, Athens";"GR";"VARIABLE AND FIXED JOINTS-NODES WITH EMBEDDED 2-PART MECHANICAL CONNECTOR FOR LATERAL INTERCONNECTION OF TUBES RODS BEAMS FOR CONSTRUCTION OF TRUSSES";""
"EP 2147177 A1 20100127";"20100127";"201004";"en";"GR 20070100230 20070417";"20070417";"20070417";"WO2008125889 20081023 [2008-43]";"GR2008000023 20080410 (en)";"20080410";"";"";"";"E05D 15/06 (2006.01)
E06B 3/46 (2006.01)";"152 33 Chalandri, Attika";"GR";"152 33 Chalandri, Attika";"GR";"106 80 Athens";"GR";"SLIDING OVERSIZED DOORS AND WINDOWS WITH SUSPENDED GLAZED PANELS BY MEANS OF CONTINUOUS HOOKS AND SLIDING ON TEFLON SPHERULES OR TEFLON RODS TRACKS AND WITH SASH FRAME OF ""Z"" SHAPED ALUMINUM PROFILES";""
"EP 2150241 A1 20100210";"20100210";"201006";"en";"GR 20080100298 20080506";"20080506";"20080506";"WO2009135520 20091112 [2009-46]";"EP2008004362 20080602 (en)";"20080602";"";"";"";"A61K 9/20 (2006.01)
A61K 31/137 (2006.01)";"GR-14564 Kifissia Athens
GR-19001 Keratea Attiki";"GR
GR";"123 51 Ag. Varvara, Athens";"GR";"155 61 Holargos, Athens";"GR";"SUSTAINED RELEASE MICROTABLETS COMPRISING TOLTERODINE TARTRATE";""
"EP 2150241 B1 20120125";"20120125";"201204";"en";"GR 20080100298 20080506";"20080506";"20080506";"WO2009135520 20091112 [2009-46]";"EP2008004362 20080602 (en)";"20080602";"";"";"";"A61K 9/20 (2006.01)
A61K 31/137 (2006.01)";"GR-14564 Kifissia Athens
GR-19001 Keratea Attiki";"GR
GR";"123 51 Ag. Varvara, Athens";"GR";"155 61 Holargos, Athens";"GR";"SUSTAINED RELEASE MICROTABLETS COMPRISING TOLTERODINE TARTRATE";""
"EP 2160463 A1 20100310";"20100310";"201010";"en";"";"";"20070305";"WO2008107725 20080912 [2008-37]";"GR2007000016 20070305 (en)";"20070305";"";"";"";"C12N 15/10 (2006.01)";"GR-174 55 Alimos, Attikis";"GR";"174 55 Alimos, Athens";"GR";"106 72 Athens";"GR";"A METHOD FOR THE CONSTRUCTION OF CANCER-SPECIFIC PROMOTERS USING FUNCTIONAL GENOMICS";""
"EP 2164479 A2 20100324";"20100324";"201012";"en";"GR 20070100020 20070117";"20070117";"20070117";"WO2008087458 20080724 [2008-30]";"GR2008000002 20080114 (en)";"20080114";"";"";"";"A61K 31/13 (2006.01)
A61K 31/341 (2006.01)
A61K 31/343 (2006.01)
A61K 31/365 (2006.01)
A61K 31/44 (2006.01)
A61K 31/495 (2006.01)
A61K 31/5377 (2006.01)
A61P 25/08 (2006.01)
A61P 25/22 (2006.01)
A61P 25/28 (2006.01)
A61P 35/00 (2006.01)";"172 37 Ymittos Attikis";"GR";"172 37 Ymittos Attikis";"GR";"106 79 Athens";"GR";"NEW SIGMA-RECEPTOR LIGANDS WITH ANTI-APOPTOTIC AND/OR PRO-APOPTOTIC PROPERTIES OVER CELLULAR BIOCHEMICAL MECHANISMS, WITH NEUROPROTECTIVE, ANTI- CANCER, ANTI-METASTATIC AND ANTI-(CHRONIC) INFLAMMATORY ACTION";""
"EP 2167611 A1 20100331";"20100331";"201013";"en";"GR 20070100416 20070629";"20070629";"20070629";"WO2009003920 20090108 [2009-02]";"EP2008058220 20080627 (en)";"20080627";"";"";"";"C10B 53/02 (2006.01)
C10L 9/08 (2006.01)
C10B 57/00 (2006.01)";"15342 Ag. Paraskevi";"GR";"15342 Ag. Paraskevi";"GR";"114 73 Athens";"GR";"METHOD FOR THE REMOVAL OF INORGANIC COMPONENTS OF BIOMASS FROM AGRICULTURAL, FOREST AND URBAN SOURCES";""
"EP 2170765 A1 20100407";"20100407";"201014";"en";"GR 20070100315 20070525";"20070525";"20070525";"WO2008146051 20081204 [2008-49]";"GR2008000028 20080422 (en)";"20080422";"";"";"";"C01B 3/38 (2006.01)
C01B 3/32 (2006.01)
C01B 3/48 (2006.01)
C01B 3/58 (2006.01)
B01J 8/02 (2006.01)";"GR-26500 Ag. Vassilios Ahaias
GR-265 04 Platani Ahaias";"GR
GR";"Stadiou Street 26504 Platani Ahaias";"GR";"106 72 Athens";"GR";"HIGHLY HEAT INTEGRATED FUEL PROCESSOR FOR HYDROGENPRODUCTION";""
"EP 2170766 A1 20100407";"20100407";"201014";"en";"GR 20070100314 20070525";"20070525";"20070525";"WO2008146052 20081204 [2008-49]";"GR2008000029 20080422 (en)";"20080422";"";"";"";"C01B 3/38 (2006.01)
B01J 8/02 (2006.01)";"GR-265 00 Ag. Vassilios Ahaias
GR-265 04 Platani Ahaias";"GR
GR";"Stadiou Street 26504 Platani Ahaias";"GR";"106 72 Athens";"GR";"HIGHLY HEAT INTEGRATED REFORMER FOR HYDROGEN PRODUCTION";""
"EP 2173474 A1 20100414";"20100414";"201015";"en";"GR 20070100394 20070620";"20070620";"20070620";"WO2008155585 20081224 [2008-52]";"GR2008000048 20080620 (en)";"20080620";"";"";"";"B01J 19/00 (2006.01)
B01L 3/00 (2006.01)
C12M 1/20 (2006.01)";"GR-153 10 Agia Paraskevi Attikis
GR-153 10 Agia Paraskevi Attikis
GR-153 10 Agia Paraskevi Attikis
GR-153 10 Agia Paraskevi Attikis
GR-153 10 Agia Paraskevi Attikis
GR-153 10 Agia Paraskevi Attikis";"GR
GR
GR
GR
GR
GR";"15310 Aghia Paraskevi, Attiki
153 10 Agia Paraskevi Attikis
153 10 Agia Paraskevi Attikis
15310 Aghia Paraskevi, Athens
Terma Patriarchou Grigoriou 153 10 Agia Paraskevi Attikis";"GR
GR
GR
GR
GR";"106 72 Athens";"GR";"METHOD FOR MAKING A MICROARRAY";""
"EP 2173474 B1 20150805";"20150805";"201532";"en";"GR 20070100394 20070620";"20070620";"20070620";"WO2008155585 20081224 [2008-52]";"GR2008000048 20080620 (en)";"20080620";"";"";"";"B01J 19/00 (2006.01)
B01L 3/00 (2006.01)
C12M 1/20 (2006.01)
C40B 40/08 (2006.01)
C40B 40/10 (2006.01)
C40B 50/14 (2006.01)";"GR-15310 Agia Paraskevi Attikis
GR-15310 Agia Paraskevi Attikis
GR-15310 Agia Paraskevi Attikis
GR-15310 Agia Paraskevi Attikis
GR-15310 Agia Paraskevi Attikis
GR-15310 Agia Paraskevi Attikis";"GR
GR
GR
GR
GR
GR";"15310 Athens
153 10 Agia Paraskevi Attikis
153 10 Agia Paraskevi Attikis
15310 Aghia Paraskevi, Athens
153 10 Agia Paraskevi Attikis";"GR
GR
GR
GR
GR";"146 71 Kifissia";"GR";"METHOD FOR MAKING A MICROARRAY";""
"EP 2191710 A1 20100602";"20100602";"201022";"en";"GR 20080100747 20081128";"20081128";"20081128";"";"";"";"";"";"";"A01D 46/22 (2006.01)";"46100 Igoumenitsa";"GR";"46100 Igoumenitsa";"GR";"546 23 Thessaloniki";"GR";"Rapid harvest device of arboricultural products";"A rapid harvest device of arboricultural products consisting of the main transmission/ carriage tube of the harvested products, (3) adapted to the storage container/suitcase of all the parts of the device (7). The rapid harvest device of arboricultural products consists of the main transmission/ carriage tube (3) of the harvested products, an intake nozzle (1) of the products, a suspension mechanism (2) of the mouth, with a fixing hook (9), a braking system for reducing collision speed (brake) (5) of the product, clamping mechanisms (clamps) (4). The main transmission/ carriage tube (3) of the harvested products can be adjusted on a rotary support mechanism (6), which in turn is secured on the storage container/suitcase (kit) (7) of all the parts of the device. The device can be used to collect crops from fruit-bearing, citrus and many other trees at the production site. <img file=""imgaf001.tif"" he=""109"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""101""/>"
"EP 2195339 A2 20100616";"20100616";"201024";"en";"GR 20070100553 20070824";"20070824";"20070824";"WO2009027752 20090305 [2009-10]";"GR2008000056 20080822 (en)";"20080822";"";"";"";"C07K 14/575 (2006.01)
C07K 16/26 (2006.01)
A61K 38/22 (2006.01)
A61K 39/395 (2006.01)
G01N 33/68 (2006.01)
G01N 33/78 (2006.01)
C12P 21/02 (2006.01)";"GR-106 83 Athens
Nea Makri Attikis
GR-187 57 Koridallos Attikis";"GR
GR
GR";"115 21 Athens
106 83 Athens";"GR
GR";"106 72 Athens";"GR";"A PROCESS FOR PRODUCING HEPCIDIN";""
"EP 2207957 A2 20100721";"20100721";"201029";"en";"GR 20070100374 20070612
GR 20080100363 20080528";"20070612
20080528";"20070612";"WO2008152432 20081218 [2008-51]";"GR2008000044 20080528 (en)";"20080528";"";"";"";"F03D 9/02 (2006.01)";"70 Somerset Str. 26500 Rion Patras";"GR";"70 Somerset Str. 26500 Rion Patras";"GR";"114 73 Athens";"GR";"AUTOMATIC WIND GENERATOR ARRANGEMENT FOR THE PRODUCTION OF CONTINUOUS ELECTRICAL POWER";""
"EP 2207957 B1 20120307";"20120307";"201210";"en";"GR 20070100374 20070612
GR 20080100363 20080528";"20070612
20080528";"20070612";"WO2008152432 20081218 [2008-51]";"GR2008000044 20080528 (en)";"20080528";"";"";"";"F03D 9/02 (2006.01)";"26500 Rion Patras";"GR";"26500 Rion Patras";"GR";"114 73 Athens";"GR";"AUTOMATIC WIND GENERATOR ARRANGEMENT FOR THE PRODUCTION OF CONTINUOUS ELECTRICAL POWER";""
"EP 2214183 A1 20100804";"20100804";"201031";"en";"GR 20090100028 20090116";"20090116";"20090116";"";"";"";"";"";"";"H01F 17/00 (2006.01)";"55132 Thessaloniki
54352 Thessaloniki";"GR
GR";"54124 Thessaloniki
55132 Thessaloniki
54352 Thessaloniki";"GR
GR
GR";"542 49 Thessaloniki";"GR";"Integrated, printed margarita- or clover shaped inductor";"The invention relates to an inductor, notably of the integrated or printed type, comprising a plurality of open loops with a predetermined shape connected in series along a virtual path around a geometrical centre, each loop having two ends with their respective open side located between both said ends, thereby facing said fictive centre, remarkable in that said open loops are mutually connected at their said ends belonging to two adjacent loops, thereby facing said centre, wherein each said loop is mutually rotated over an angle respective the adjacent loop around geometrical centre, more particularly wherein it has a margarita shape comprising a set of petals as open loops, wherein said petals are connected in series along a virtual path to form the inductor turns, wherein each petal is turned to an angle to each preceding petal and the open part of the petals faces the centre of the inductor. The invention also relates to a manufacturing method of said inductor and its use. <img file=""imgaf001.tif"" he=""93"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""78""/>"
